#HOT-1000 raw data (C) Hitachi High-Technologies Corporation. 2001-2015. All rights reserved 
#Raw data export format
#Ver 1.00
#
#Bluetooth Address,78:61:7C:64:49:60
#
Device time,Headset time(sec),HbT change(left subtracted),HbT change(right subtracted),Estimated pulse rate,HbT change(left SD1cm),HbT change(left SD3cm),HbT change(right SD1cm),HbT change(right SD3cm),saturation(left SD1cm),saturation(left SD3cm),saturation(right SD1cm),saturation(right SD3cm),noise detection flag,Mark
2019/01/09 14:18:11.657, 1.6, -0.011394261534647895, -0.002133023232299776, 0.0, 0.03234277691072229, 0.062135257875237215, 0.03467048016768359, 0.05364905953646648, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:11.688, 1.7, -0.010979827035420268, -0.0017937079897596409, 0.0, 0.029847144216036625, 0.04223190489444484, 0.029700300831985604, 0.03477602553503445, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:11.785, 1.8, -0.011067147886143538, -0.0019214205571671996, 0.0, 0.019877051181714567, -1.5320339818813977E-4, 0.01481933746675601, -8.600896649468837E-5, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:11.881, 1.9, -0.011526288692694519, -0.0022590331779660964, 0.0, 0.0099267991416645, -0.05611349654272679, -0.007419394524425638, -0.04531111112327624, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:11.981, 2.0, -0.012705865611126384, -0.0030993567236860557, 0.0, 0.017387631165141304, 0.002661319614492008, 0.009868842012838552, -0.002757662783733572, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:12.080, 2.1, -0.013633825808324417, -0.003844488793794126, 0.0, 0.037337782321146484, 0.08211815629766406, 0.04711758642153896, 0.06446572140775375, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:12.175, 2.2, -0.013404923266061256, -0.0036801723113334263, 0.0, 0.037337782321146484, 0.08784225537733104, 0.049610730327595665, 0.06175936139580607, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:12.271, 2.3, -0.012884401506350526, -0.003408597058573215, 0.0, 0.037337782321146484, 0.062135257875237215, 0.044625685049252795, 0.045551891774951336, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:12.367, 2.4, -0.0128035885470325, -0.00363561209277643, 0.0, 0.029847144216036625, 0.028063575776586802, 0.03467048016768359, 0.018655646176271024, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:12.468, 2.5, -0.013336223688507492, -0.004266819552482887, 0.0, 0.019877051181714567, -0.036598556798934645, 0.012343477054690855, -0.026738524101197925, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:12.565, 2.6, -0.014377561638866379, -0.0051292503818518576, 0.0, 0.0099267991416645, -0.07832341645983831, -0.007419394524425638, -0.0585351336426605, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:12.665, 2.7, -0.015507746211360767, -0.005937162707405281, 0.0, 0.024859612630409256, 0.013935281549937173, 0.024735057127026838, 0.013293715367507897, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:12.758, 2.8, -0.016293915242169783, -0.006708486037371597, 0.0, 0.03983715752940187, 0.07925856228205852, 0.05210511800716633, 0.06446572140775375, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:12.855, 2.9, -0.016432309560348822, -0.007222262003919881, 0.0, 0.03983715752940187, 0.062135257875237215, 0.04711758642153896, 0.05094854637333013, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.002, 3.0, -0.016907896331060445, -0.007783546745157569, 0.0, 0.037337782321146484, 0.04791049721408136, 0.03964560495627101, 0.03208568379673382, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.098, 3.1, -0.018385197931236875, -0.008768510043657907, 0.0, 0.029847144216036625, 0.005477427827487169, 0.027217062638405398, 0.005261585126139501, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.196, 3.2, -0.020576483483793876, -0.010000858322658365, 0.0, 0.019877051181714567, -0.05889513778276001, 0.007395431128859986, -0.03735987700660193, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.293, 3.3, -0.022591830683993914, -0.0112908505684834, 0.0, 0.012412506376553889, -0.08386051558607388, -0.009884270098130532, -0.061175746326164404, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.391, 3.4, -0.024025828293399845, -0.012412320214093183, 0.0, 0.029847144216036625, 0.02523472138712446, 0.029700300831985604, 0.024023333218891718, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.488, 3.5, -0.02494833132580778, -0.013162520241262276, 0.0, 0.04233778273781308, 0.07640060278726946, 0.05210511800716633, 0.06446572140775375, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.590, 3.6, -0.02525967610931715, -0.013717345544591497, 0.0, 0.03983715752940187, 0.04507039489403741, 0.044625685049252795, 0.040161055673224144, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.683, 3.7, -0.02510058205285411, -0.014111218002469735, 0.0, 0.0348396558639843, 0.03372609053808251, 0.03715742376533626, 0.026709339192699577, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.778, 3.8, -0.02516972504970673, -0.01453583080165335, 0.0, 0.024859612630409256, -0.017007151940633847, 0.022254283074647052, -0.010764069618602434, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.878, 3.9, -0.02626251912161015, -0.015541485493307139, 0.0, 0.012412506376553889, -0.06723078850471254, 0.0024522769941626166, -0.04531111112327624, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:13.976, 4.0, -0.028365856611109724, -0.017065307983495644, 0.0, 0.0099267991416645, -0.08109273250958537, -0.007419394524425638, -0.061175746326164404, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.074, 4.1, -0.02976154729805005, -0.018172560885683784, 0.0, 0.029847144216036625, 0.03372609053808251, 0.03467048016768359, 0.021338769396011426, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.172, 4.2, -0.030005171748211622, -0.01875834878684571, 0.0, 0.0348396558639843, 0.039395025385717375, 0.044625685049252795, 0.029396788867718904, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.265, 4.3, -0.029985764958959955, -0.019310540638672286, 0.0, 0.03234277691072229, 0.022407466576141566, 0.03715742376533626, 0.005261585126139501, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.364, 4.4, -0.030066289918091474, -0.02009283826215924, 0.0, 0.029847144216036625, 0.008295123027444617, 0.029700300831985604, -0.008096691587883953, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.461, 4.5, -0.031128970063739735, -0.021544391028464074, 0.0, 0.019877051181714567, -0.05054556723682779, 0.01481933746675601, -0.04531111112327624, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.561, 4.6, -0.03316146488093685, -0.02338443750138858, 0.0, 0.0099267991416645, -0.08386051558607388, -0.004953303229056516, -0.07699020336870532, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.711, 4.7, -0.03511622263037998, -0.02519229419080955, 0.0, 0.024859612630409256, 0.005477427827487169, 0.022254283074647052, -0.016094560528590485, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.754, 4.8, -0.036442251901761834, -0.02680663161220999, 0.0, 0.0348396558639843, 0.056440496439582155, 0.044625685049252795, 0.024023333218891718, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.853, 4.9, -0.03731553802649321, -0.028257176482658686, 0.0, 0.03234277691072229, 0.03655975454138538, 0.03715742376533626, -0.002757662783733572, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:14.999, 5.0, -0.037318854888581075, -0.029374724065956197, 0.0, 0.03234277691072229, 0.030894031555541268, 0.0321847729327942, -0.013430025426896641, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.100, 5.1, -0.03780470069381322, -0.03060109355011217, 0.0, 0.024859612630409256, -0.017007151940633847, 0.024735057127026838, -0.0585351336426605, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.194, 5.2, -0.03927305849395809, -0.03248416733881266, 0.0, 0.014899449974206558, -0.07832341645983831, 0.0024522769941626166, -0.10585409879741148, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.295, 5.3, -0.041328550893919444, -0.03487125370823415, 0.0, 0.02236771125812309, -0.022612533693629366, 0.0172964244631717, -0.06381496517868035, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.387, 5.4, -0.043052320744200935, -0.03686095318870346, 0.0, 0.03983715752940187, 0.05928706639975889, 0.049610730327595665, 0.005261585126139501, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.487, 5.5, -0.04357618945081862, -0.038119374967485874, 0.0, 0.03983715752940187, 0.04223190489444484, 0.04711758642153896, -0.008096691587883953, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.589, 5.6, -0.04349636299621089, -0.039334654660230096, 0.0, 0.03983715752940187, 0.019581809535694106, 0.03964560495627101, -0.03205202088180803, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.687, 5.7, -0.043264190497586105, -0.04080928057379786, 0.0, 0.03234277691072229, -0.011395479073240011, 0.027217062638405398, -0.050604917864486954, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.780, 5.8, -0.043994045894903924, -0.04271932388324058, 0.0, 0.02236771125812309, -0.07278017864151831, 0.007395431128859986, -0.0927547986667836, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.878, 5.9, -0.045804361356064686, -0.04515271628335501, 0.0, 0.024859612630409256, -0.04775927571863914, 0.009868842012838552, -0.0796210900381924, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:15.972, 6.0, -0.0478206148727652, -0.04772702389733403, 0.0, 0.04483965919731947, 0.04507039489403741, 0.05210511800716633, -0.002757662783733572, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:16.076, 6.1, -0.04903366071328445, -0.04982610475050106, 0.0, 0.049847170882767244, 0.05359554614945683, 0.057097629655114, 0.007937528460014054, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:16.168, 6.2, -0.0493196999304584, -0.05157563127593271, 0.0, 0.049847170882767244, 0.02523472138712446, 0.05210511800716633, -0.016094560528590485, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:16.329, 6.3, -0.04931242887490783, -0.05335051516942282, 0.0, 0.04483965919731947, 0.002661319614492008, 0.044625685049252795, -0.03205202088180803, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:16.368, 6.4, -0.04968138118223447, -0.05526682371104541, 0.0, 0.0348396558639843, -0.0644537820462121, 0.024735057127026838, -0.07435793165747562, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:16.466, 6.5, -0.050729492638186505, -0.05743214523532842, 0.0, 0.02735275653646596, -0.09491635204199866, 0.009868842012838552, -0.09799863763720573, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:16.565, 6.6, -0.05225505370925369, -0.059786525196350436, 0.0, 0.049847170882767244, 0.0167577484609005, 0.049610730327595665, -0.016094560528590485, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:16.664, 6.7, -0.053536375335357635, -0.06185944171393499, 0.0, 0.06238793491883232, 0.04791049721408136, 0.06960076195186726, 0.015973962014373733, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:16.761, 6.8, -0.05431918153664512, -0.06382244033403854, 0.0, 0.05987726451709596, 0.028063575776586802, 0.06209513132053157, -0.005427889816489007, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:16.863, 6.9, -0.0547978437483126, -0.06563522219980777, 0.0, 0.057367854175840005, 0.005477427827487169, 0.057097629655114, -0.02141937466337307, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.012, 7.0, -0.05498488849027181, -0.06703948808849461, 0.0, 0.049847170882767244, -0.03380448016852711, 0.04213502497284427, -0.04795871510359451, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.109, 7.1, -0.0557361619389985, -0.06881162020170803, 0.0, 0.037337782321146484, -0.09767649563955505, 0.0172964244631717, -0.09799863763720573, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.197, 7.2, -0.057821103841119444, -0.07127433299542027, 0.0, 0.037337782321146484, -0.0644537820462121, 0.01977473925988482, -0.07699020336870532, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.296, 7.3, -0.05990097525620313, -0.07351863372457514, 0.0, 0.057367854175840005, 0.04223190489444484, 0.06459575652894278, 0.015973962014373733, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.394, 7.4, -0.06121636666883119, -0.07516854615397188, 0.0, 0.05987726451709596, 0.06498507271442655, 0.06960076195186726, 0.03477602553503445, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.492, 7.5, -0.06189841142359297, -0.07635204529815615, 0.0, 0.057367854175840005, 0.05075221368727778, 0.05959575611227619, 0.024023333218891718, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.588, 7.6, -0.06158210212227653, -0.07720857762211039, 0.0, 0.057367854175840005, 0.04223190489444484, 0.049610730327595665, -8.600896649468837E-5, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.686, 7.7, -0.061914531378503876, -0.07824505142487848, 1.5254237288135595, 0.05235280861999447, 0.002661319614492008, 0.027217062638405398, -0.04001169356306056, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.783, 7.8, -0.06292532653454291, -0.07952890121660793, 4.579688354291963, 0.04483965919731947, -0.031008841292228695, 0.0024522769941626166, -0.07699020336870532, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.880, 7.9, -0.06352258885884976, -0.08049920625859201, 7.633952979770367, 0.05987726451709596, 0.05075221368727778, 0.022254283074647052, -0.024079656716020637, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:17.978, 8.0, -0.06387898011831167, -0.08084571804643141, 10.69505194095134, 0.07747848963335979, 0.12232515067263261, 0.04711758642153896, 0.026709339192699577, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:18.076, 8.1, -0.06371671775575807, -0.080729246378328, 13.756150902132312, 0.07999801601572365, 0.11368210616954322, 0.03715742376533626, 0.007937528460014054, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:18.170, 8.2, -0.0632968258445392, -0.08060363882464226, 16.82066703116457, 0.07999801601572365, 0.10218123853412298, 0.027217062638405398, -0.008096691587883953, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:18.267, 8.3, -0.062342964065514546, -0.08000634174305192, 19.891499029052998, 0.07244324248072953, 0.07354427594580937, 0.01481933746675601, -0.03205202088180803, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:18.366, 8.4, -0.06162631660360905, -0.07964326610517151, 22.974890519273522, 0.05987726451709596, 0.0167577484609005, -0.007419394524425638, -0.07699020336870532, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:18.463, 8.5, -0.06172530794184848, -0.07996257622676439, 26.064525632969982, 0.057367854175840005, 0.02523472138712446, -0.014810378870980134, -0.08225059312272487, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:18.562, 8.6, -0.061622213019090655, -0.08003348014586247, 29.161067327749244, 0.07747848963335979, 0.1165614612735908, 0.024735057127026838, -0.005427889816489007, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:18.710, 8.7, -0.06095532143415647, -0.07943917090417485, 32.257609022528506, 0.08251881264083405, 0.12232515067263261, 0.0321847729327942, -8.600896649468837E-5, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:18.757, 8.8, -0.059476940278636814, -0.0783909528073096, 35.35415071730777, 0.07999801601572365, 0.08497938670478611, 0.022254283074647052, -0.03470665327758793, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:18.905, 8.9, -0.057513462503183586, -0.07715838416395601, 38.45069241208703, 0.07496023221422421, 0.06783651276889557, 0.01481933746675601, -0.04795871510359451, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.003, 9.0, -0.05598529648054996, -0.07620405288775965, 41.5541406879491, 0.06238793491883232, 0.013935281549937173, -0.0024859950122002594, -0.07699020336870532, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.106, 9.1, -0.05501911451392627, -0.07558379350398838, 44.657588963811165, 0.049847170882767244, -0.053330306935656324, -0.024648060352533196, -0.12674185763454604, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.196, 9.2, -0.055134150499052216, -0.0756233349729658, 47.761037239673236, 0.04734278816073756, -0.025412869807153626, -0.02219045401158315, -0.11108422479731095, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.294, 9.3, -0.055123463553618045, -0.07557987510706021, 50.86448551553531, 0.064899866647123, 0.07925856228205852, 0.024735057127026838, -0.016094560528590485, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.392, 9.4, -0.053836155897057744, -0.0751026027262843, 53.96793379139738, 0.06238793491883232, 0.08211815629766406, 0.0321847729327942, -0.002757662783733572, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.495, 9.5, -0.05211585179143885, -0.07432919875631203, 57.07138206725945, 0.057367854175840005, 0.056440496439582155, 0.027217062638405398, -0.02141937466337307, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.589, 9.6, -0.05065060822659107, -0.07356733225731162, 60.17483034312151, 0.049847170882767244, 0.03655975454138538, 0.01977473925988482, -0.03205202088180803, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.685, 9.7, -0.049925529689832035, -0.0731486063959879, 63.278278618983585, 0.037337782321146484, -0.011395479073240011, 0.004923243192215931, -0.055893125655164244, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.782, 9.8, -0.04999262350208575, -0.07297676392975103, 66.38172689484566, 0.02236771125812309, -0.0644537820462121, -0.01727161446091907, -0.0927547986667836, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.880, 9.9, -0.050650167958274525, -0.07295878426529057, 69.48517517070772, 0.017387631165141304, -0.06167523237759731, -0.02219045401158315, -0.09537740559814178, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:19.973, 10.0, -0.05055960992657811, -0.07251567335632969, 72.58862344656978, 0.03983715752940187, 0.07068957989338465, 0.024735057127026838, 0.005261585126139501, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:20.071, 10.1, -0.04906177211019398, -0.07168689637316408, 75.69207172243185, 0.04734278816073756, 0.08497938670478611, 0.03964560495627101, 0.021338769396011426, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:20.168, 10.2, -0.04638214511671011, -0.0703571064304727, 78.79551999829391, 0.04483965919731947, 0.07354427594580937, 0.0321847729327942, 0.007937528460014054, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:20.266, 10.3, -0.04400956439162577, -0.06911840101027761, 81.89896827415598, 0.04233778273781308, 0.04507039489403741, 0.027217062638405398, -0.013430025426896641, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:20.363, 10.4, -0.042602313425985326, -0.06834771595623461, 85.00241655001804, 0.03234277691072229, -0.005777500954107673, 0.009868842012838552, -0.04531111112327624, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:20.461, 10.5, -0.04221028512846995, -0.06782756390899024, 88.1058648258801, 0.019877051181714567, -0.06723078850471254, -0.012347931148221747, -0.08487871407679393, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:20.560, 10.6, -0.042917173654779435, -0.06772404786620892, 91.20931310174215, 0.012412506376553889, -0.10594779611968708, -0.027104459321123375, -0.11369723766054429, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:20.708, 10.7, -0.042553072705178045, -0.0670661032471476, 92.78733764879067, 0.03234277691072229, 0.01111440700402877, 0.01481933746675601, -0.024079656716020637, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:20.753, 10.8, -0.04112662632498143, -0.06579755746731135, 92.82961471809152, 0.04483965919731947, 0.04507039489403741, 0.03715742376533626, 0.007937528460014054, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:20.904, 10.9, -0.040102476600784726, -0.06475366741928613, 92.87189178739237, 0.04483965919731947, 0.03372609053808251, 0.029700300831985604, -0.005427889816489007, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.001, 11.0, -0.040303560697955244, -0.06455868750450684, 92.90733452099066, 0.04483965919731947, 0.01111440700402877, 0.024735057127026838, -0.02141937466337307, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.098, 11.1, -0.040898480052637666, -0.06470251975917053, 92.94277725458895, 0.037337782321146484, -0.025412869807153626, 0.009868842012838552, -0.04795871510359451, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.195, 11.2, -0.04170852941703045, -0.06499677736959614, 92.96789623925315, 0.024859612630409256, -0.08939148960140741, -0.014810378870980134, -0.0927547986667836, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.292, 11.3, -0.043239507449534094, -0.06567094942450327, 92.9832821872099, 0.024859612630409256, -0.06723078850471254, -0.01727161446091907, -0.08487871407679393, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.390, 11.4, -0.044334989455790036, -0.06583955071981151, 92.97354915050245, 0.04483965919731947, 0.04791049721408136, 0.027217062638405398, 0.005261585126139501, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.490, 11.5, -0.04488795974008904, -0.06549705743084977, 92.94843016583825, 0.049847170882767244, 0.06783651276889557, 0.0321847729327942, 0.018655646176271024, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.587, 11.6, -0.045501539798218846, -0.06505033011309, 92.91640460009124, 0.049847170882767244, 0.03655975454138538, 0.024735057127026838, -0.005427889816489007, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.679, 11.7, -0.046537793142997254, -0.0649141113813159, 92.87754469864167, 0.04483965919731947, 0.019581809535694106, 0.0172964244631717, -0.016094560528590485, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.780, 11.8, -0.04805757227344901, -0.06492044018592563, 92.8386847971921, 0.0348396558639843, -0.025412869807153626, -1.7468672254050688E-5, -0.050604917864486954, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.874, 11.9, -0.05020223144501199, -0.06507719524545251, 92.79299056003995, 0.024859612630409256, -0.08109273250958537, -0.024648060352533196, -0.09537740559814178, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:21.972, 12.0, -0.052021223415789325, -0.06492976512357561, 92.74038974180502, 0.037337782321146484, -0.0029661429941807427, 0.0024522769941626166, -0.03470665327758793, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:22.120, 12.1, -0.05301354156573438, -0.06423386298938925, 92.68778892357007, 0.05235280861999447, 0.05928706639975889, 0.03467048016768359, 0.015973962014373733, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:22.167, 12.2, -0.05297093380006538, -0.0630050575061963, 92.63518810533513, 0.049847170882767244, 0.030894031555541268, 0.027217062638405398, -0.005427889816489007, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:22.264, 12.3, -0.05309576778101346, -0.061817557269615235, 92.5825872871002, 0.04734278816073756, 0.002661319614492008, 0.01977473925988482, -0.024079656716020637, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:22.362, 12.4, -0.05459154430922797, -0.0611093304703666, 92.52620317588703, 0.037337782321146484, -0.031008841292228695, 0.009868842012838552, -0.04531111112327624, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:22.459, 12.5, -0.056296369948947184, -0.06082326727581632, 92.46052436811837, 0.02735275653646596, -0.09767649563955505, -0.012347931148221747, -0.09013081540005308, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:22.557, 12.6, -0.05800563189585454, -0.06054912039104862, 92.38591698892115, 0.019877051181714567, -0.11420543631205238, -0.027104459321123375, -0.10846984565277928, 0, 0, 0, 0, 0, 0
2019/01/09 14:18:22.654, 12.7, -0.05927728255135324, -0.060133777696049315, 92.29518057746587, 0.03983715752940187, -1.5320339818813977E-4, 0.0172964244631717, -0.02141937466337307, 0, 0, 0, 0, 0, 0
